fixIdx,legIdx,tickLead,togo,area
563,2,2247.93829240405,159.272,89.917531696208
564,2,2252.93829240405,159.163,245.57027387199741
565,2,2257.93829240405,159.052,250.63115045689113
566,2,2262.93829240405,158.935,264.76378021125174
567,2,2267.93829240405,158.811,281.22434825809137
568,2,2272.93829240405,158.687,281.8443482580914
569,2,2277.93829240405,158.558,293.854039720166
570,2,2282.93829240405,158.428,296.7819780125161
571,2,2287.93829240405,158.296,302.00785459734607
572,2,2293.93829240405,158.131,378.49981824665
573,2,2298.93829240405,157.993,317.25348435177096
574,2,2303.93829240405,157.86,306.42379288969573
575,2,2308.93829240405,157.725,311.70666947459137
576,2,2313.93829240405,157.599,291.5562248429214
577,2,2318.93829240405,157.478,280.59153338084576
578,2,2323.93829240405,157.356,283.5204716733269
579,2,2328.93829240405,157.234,284.13047167326073
580,2,2333.93829240405,157.119,268.402903626487
581,2,2338.93829240405,157.0,278.3336567960814
582,2,2343.93829240405,156.872,300.02410142768537
583,2,2349.93829240405,156.715,368.94031190746097
584,2,2354.93829240405,156.59,294.36728655050626
585,2,2359.93829240405,156.462,302.0721014277522
586,2,2364.93829240405,156.329,314.5367928896946
587,2,2369.93829240405,156.196,315.20179288976186
588,2,2374.93829240405,156.062,318.2417311821098
589,2,2379.93829240405,155.93,314.1518545973465
590,2,2384.93829240405,155.806,295.73234825809084
591,2,2389.93829240405,155.682,296.3523482581587
592,2,2394.93829240405,155.551,313.7369163049311
593,2,2399.93829240405,155.422,309.5920397201001
594,2,2405.93829240405,155.263,382.5441884922243
595,2,2410.93829240405,155.126,330.29854605935594
596,2,2415.93829240405,154.987,335.81542264418715
597,2,2420.93829240405,154.849,334.0894843517716
598,2,2425.93829240405,154.713,329.92760776694035
599,2,2430.93829240405,154.576,333.03854605935595
600,2,2435.93829240405,154.443,323.9797928896933
601,2,2440.93829240405,154.313,317.3219780125848
602,2,2445.93829240405,154.182,320.4179163049311
603,2,2450.93829240405,154.058,303.9163482580905
604,2,2456.93829240405,153.921,336.60054605935596
605,2,2461.93829240405,153.805,285.584841918834
606,2,2466.93829240405,153.68,308.36728655050626
607,2,2471.93829240405,153.555,308.99228655050626
608,2,2476.93829240405,153.418,339.340546059356
609,2,2481.93829240405,153.288,322.6519780125152
610,2,2486.93829240405,153.164,308.380348258161
611,2,2491.93829240405,153.034,323.95197801251516
612,2,2496.93829240405,152.899,337.08666947452406
613,2,2501.93829240405,152.779,300.2325950884974
614,2,2506.93829240405,152.669,275.76321216440846
615,2,2511.93829240405,152.549,301.43259508849746
616,2,2517.93829240405,152.4,375.1728055682058
617,2,2522.93829240405,152.277,310.3214099657458
618,2,2527.93829240405,152.16,295.7687802112491
619,2,2532.93829240405,152.039,306.4855333809137
620,2,2537.93829240405,151.915,314.7043482580901
621,2,2542.93829240405,151.786,328.03903972009874
622,2,2547.93829240405,151.652,341.4237311821798
623,2,2552.93829240405,151.522,331.8819780125149
624,2,2557.93829240405,151.397,319.74228655050626
625,2,2563.93829240405,151.248,382.0268055682058
626,2,2568.93829240405,151.123,321.11728655050626
627,2,2573.93829240405,150.996,326.89016313526577
628,2,2578.93829240405,150.871,322.36728655050626
629,2,2583.93829240405,150.749,315.24047167333055
630,2,2588.93829240405,150.637,289.96108874924005
631,2,2593.93829240405,150.519,306.08471850366493
632,2,2598.93829240405,150.4,309.27365679608135
633,2,2603.93829240405,150.278,317.6804716733308
634,2,2608.93829240405,150.154,323.50834825808977
635,2,2614.93829240405,150.005,389.62580556820586
636,2,2619.93829240405,149.881,324.8723482580897
637,2,2624.93829240405,149.755,330.74222484292284
638,2,2629.93829240405,149.635,315.592595088498
639,2,2634.93829240405,149.523,295.1130887492398
640,2,2639.93829240405,149.403,316.79259508849805
641,2,2644.93829240405,149.288,304.16790362641467
642,2,2649.93829240405,149.172,307.3928419189066
643,2,2654.93829240405,149.053,315.93765679608134
644,2,2659.93829240405,148.929,329.8323482580895
645,2,2664.93829240405,148.802,338.4471631353398
646,2,2670.93829240405,148.655,392.62792898337227
647,2,2675.93829240405,148.539,310.40884191890694
648,2,2680.93829240405,148.42,319.03165679608134
649,2,2685.93829240405,148.298,327.68447167325564
650,2,2690.93829240405,148.175,330.9854099656725
651,2,2695.93829240405,148.05,336.99228655050626
652,2,2700.93829240405,147.929,326.81353338091526
653,2,2705.93829240405,147.812,316.5947802112474
654,2,2710.93829240405,147.701,300.9141504568995
655,2,2715.93829240405,147.59,301.4691504568224
656,2,2720.93829240405,147.484,288.4194589948145
657,2,2726.93829240405,147.358,343.5942248429233
658,2,2731.93829240405,147.257,275.92576753280656
659,2,2736.93829240405,147.155,279.16770582522366
660,2,2741.93829240405,147.048,293.38739728723147
661,2,2746.93829240405,146.938,302.163212164483
662,2,2751.93829240405,146.833,288.9535207023971
663,2,2756.93829240405,146.737,264.66607607079885
664,2,2761.93829240405,146.631,292.76545899481425
665,2,2766.93829240405,146.53,279.4607675328065
666,2,2771.93829240405,146.443,241.1586314391221
667,2,2777.93829240405,146.292,419.4686821530406
668,2,2782.93829240405,146.25,116.88340828097454
672,2,2802.93829240405,146.195,154.1616060822419
673,2,2807.93829240405,146.173,61.774642432864844
676,2,2822.93829240405,146.146,76.21933389495236
677,2,2828.93829240405,146.11,101.84177852646926
