fixIdx,time,lat,lng,alt,tickLead,tickRace,zoneIdx,legIdx,togo,area
1454,,,,1332.0,6500.581014633585,6500.581014633585,577,2,140.277,187916.65727988962
1455,,,,1331.0,6505.581014633585,6505.581014633585,578,2,140.171,193394.58154553775
1456,,,,1332.0,6510.581014633585,6510.581014633585,579,2,140.068,187925.42743483375
1457,,,,1333.0,6515.581014633585,6515.581014633585,580,2,139.97,178811.80706526813
1458,,,,1338.0,6520.581014633585,6520.581014633585,581,2,139.876,171527.30037437734
1459,,,,1340.0,6525.581014633585,6525.581014633585,582,2,139.779,177016.4017888088
1460,,,,1341.0,6530.581014633585,6530.581014633585,583,2,139.683,175204.7262251136
1461,,,,1342.0,6535.581014633585,6535.581014633585,584,2,139.574,198936.6354669492
1462,,,,1341.0,6540.581014633585,6540.581014633585,585,2,139.473,184338.0805494346
1463,,,,1338.0,6545.581014633585,6545.581014633585,586,2,139.364,198941.36889815115
1464,,,,1339.0,6550.581014633585,6550.581014633585,587,2,139.26,189815.50480063635
1465,,,,1347.0,6555.581014633585,6555.581014633585,588,2,139.16,182520.4866094179
1466,,,,1353.0,6560.581014633585,6560.581014633585,589,2,139.123,67550.83216033649
1469,,,,1373.0,6575.581014633585,6575.581014633585,592,2,139.105,32931.19358171176
1470,,,,1375.0,6580.581014633585,6580.581014633585,593,2,139.01,173865.03744405578
1471,,,,1377.0,6585.581014633585,6585.581014633585,594,2,138.912,179367.22898137366
1472,,,,1371.0,6590.581014633585,6590.581014633585,595,2,138.799,206821.28338950375
1473,,,,1372.0,6595.581014633585,6595.581014633585,596,2,138.686,206809.75215655201
1474,,,,1373.0,6600.581014633585,6600.581014633585,597,2,138.59,175697.5393357067
1475,,,,1367.0,6605.581014633585,6605.581014633585,598,2,138.478,204981.85350299024
1476,,,,1355.0,6610.581014633585,6610.581014633585,599,2,138.363,210459.18374731694
1477,,,,1341.0,6615.581014633585,6615.581014633585,600,2,138.252,203126.55260226017
1478,,,,1328.0,6620.581014633585,6620.581014633585,601,2,138.153,181166.20783966267
1479,,,,1315.0,6625.581014633585,6625.581014633585,602,2,138.063,164708.23369842896
1480,,,,1296.0,6630.581014633585,6630.581014633585,603,2,137.962,184850.8185809861
1481,,,,1284.0,6635.581014633585,6635.581014633585,604,2,137.857,192173.02858687946
1482,,,,1272.0,6641.581014633585,6641.581014633585,605,2,137.761,175731.7705047695
1483,,,,1264.0,6646.581014633585,6646.581014633585,606,2,137.655,194040.9242129803
1484,,,,1258.0,6651.581014633585,6651.581014633585,607,2,137.554,184888.07090508408
1485,,,,1255.0,6656.581014633585,6656.581014633585,608,2,137.46,172081.37928888263
1486,,,,1251.0,6661.581014633585,6661.581014633585,609,2,137.354,194053.74684527452
1487,,,,1247.0,6666.581014633585,6666.581014633585,610,2,137.24,208688.75877308953
1488,,,,1242.0,6671.581014633585,6671.581014633585,611,2,137.143,177565.1361132215
1489,,,,1239.0,6676.581014633585,6676.581014633585,612,2,137.044,181232.5401472554
1490,,,,1238.0,6681.581014633585,6681.581014633585,613,2,136.942,186727.28489929764
1491,,,,1243.0,6686.581014633585,6686.581014633585,614,2,136.845,177577.7987566035
1492,,,,1246.0,6691.581014633585,6691.581014633585,615,2,136.741,190395.1798808051
1493,,,,1245.0,6696.581014633585,6696.581014633585,616,2,136.628,206862.05505904983
1494,,,,1250.0,6701.581014633585,6701.581014633585,617,2,136.517,203185.87143285375
1495,,,,1258.0,6706.581014633585,6706.581014633585,618,2,136.417,183045.3982647899
1496,,,,1268.0,6711.581014633585,6711.581014633585,619,2,136.33,159259.03206882923
1497,,,,1279.0,6716.581014633585,6716.581014633585,620,2,136.258,131821.87576442468
1501,,,,1309.0,6736.581014633585,6736.581014633585,624,2,136.221,67916.34375660603
1502,,,,1319.0,6741.581014633585,6741.581014633585,625,2,136.142,145056.42116121732
1503,,,,1327.0,6746.581014633585,6746.581014633585,626,2,136.133,16532.328111808758
1505,,,,1342.0,6756.581014633585,6756.581014633585,628,2,136.097,66216.38578609575
1506,,,,1341.0,6761.581014633585,6761.581014633585,629,2,135.999,180300.31648028278
1507,,,,1335.0,6766.581014633585,6766.581014633585,630,2,135.891,198694.69690342987
1508,,,,1327.0,6771.581014633585,6771.581014633585,631,2,135.783,198683.55006152048
1509,,,,1321.0,6776.581014633585,6776.581014633585,632,2,135.672,204188.58472531853
1510,,,,1313.0,6781.581014633585,6781.581014633585,633,2,135.561,204172.13053095594
1511,,,,1302.0,6786.581014633585,6786.581014633585,634,2,135.446,211509.2605187892
1512,,,,1290.0,6791.581014633585,6791.581014633585,635,2,135.33,213323.66833491038
1513,,,,1271.0,6796.581014633585,6796.581014633585,636,2,135.219,204107.70985905317
1514,,,,1254.0,6801.581014633585,6801.581014633585,637,2,135.1,218792.99281707316
1515,,,,1240.0,6806.581014633585,6806.581014633585,638,2,134.987,207735.70225442472
1516,,,,1221.0,6811.581014633585,6811.581014633585,639,2,134.872,211389.14071818502
1517,,,,1209.0,6816.581014633585,6816.581014633585,640,2,134.759,207689.6557779549
1518,,,,1199.0,6821.581014633585,6821.581014633585,641,2,134.658,185622.8391141715
1519,,,,1189.0,6826.581014633585,6826.581014633585,642,2,134.546,205827.20653189337
1520,,,,1181.0,6831.581014633585,6831.581014633585,643,2,134.447,181927.09971504463
1521,,,,1180.0,6836.581014633585,6836.581014633585,644,2,134.336,203968.79978902638
1522,,,,1179.0,6841.581014633585,6841.581014633585,645,2,134.229,196602.78495587112
1523,,,,1186.0,6846.581014633585,6846.581014633585,646,2,134.132,178223.46678381957
1524,,,,1184.0,6851.581014633585,6851.581014633585,647,2,134.037,174551.25476575893
1525,,,,1186.0,6856.581014633585,6856.581014633585,648,2,133.931,194758.49594089924
1526,,,,1182.0,6861.581014633585,6861.581014633585,649,2,133.821,202092.22438134396
1527,,,,1185.0,6866.581014633585,6866.581014633585,650,2,133.709,205745.83891062177
1528,,,,1183.0,6871.581014633585,6871.581014633585,651,2,133.608,185525.93263096776
1529,,,,1181.0,6876.581014633585,6876.581014633585,652,2,133.51,180012.13961177983
1530,,,,1179.0,6881.581014633585,6881.581014633585,653,2,133.413,178174.66816936017
1531,,,,1180.0,6886.581014633585,6886.581014633585,654,2,133.327,157975.68930655258
1532,,,,1179.0,6891.581014633585,6891.581014633585,655,2,133.232,174516.2296495707
